attempt_id,run_id,phase,candidate_name,replicate,epoch,mu,mu_in,mu_ref,rho_in,rho_ref,iterations,epoch_seconds,training_loss,display_loss,training_contexts,epochs,depth,hidden_size,schedule_kind,seed,worker_id,hostname,created_at
full_data_amount_n100_rep03_attempt1777993803163_w6,full_data_amount_n100_rep03,data_amount,n100,3,9,1.0,1.0,1.0,0.0,0.0,100,11.787580013275146,967.2508709531585,967.2508709531585,100,130,3,128,piecewise_linear,95003,6,instance-20260501-084214,1777993957924
full_data_amount_n100_rep06_attempt1777993804334_w9,full_data_amount_n100_rep06,data_amount,n100,6,8,1.0,1.0,1.0,0.0,0.0,100,11.609661102294922,928.7152787503369,928.7152787503369,100,130,3,128,piecewise_linear,95006,9,instance-20260501-133020,1777993958061
full_data_amount_n100_rep01_attempt1777993799672_w3,full_data_amount_n100_rep01,data_amount,n100,1,5,1.0,1.0,1.0,0.0,0.0,100,19.11342477798462,980.3876418921359,980.3876418921359,100,130,3,128,piecewise_linear,95001,3,instance-20260504-202505,1777993958168
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,17,1.0,1.0,1.0,0.0,0.0,100,6.868765830993652,909.2818072026208,909.2818072026208,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777993959957
full_data_amount_n100_rep05_attempt1777993804359_w8,full_data_amount_n100_rep05,data_amount,n100,5,8,1.0,1.0,1.0,0.0,0.0,100,12.034240007400513,957.1805037605523,957.1805037605523,100,130,3,128,piecewise_linear,95005,8,instance-20260501-133020,1777993960187
full_data_amount_n100_rep04_attempt1777993802585_w7,full_data_amount_n100_rep04,data_amount,n100,4,10,1.0,1.0,1.0,0.0,0.0,100,11.382692813873291,920.8759061315047,920.8759061315047,100,130,3,128,piecewise_linear,95004,7,instance-20260504-201725,1777993961929
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,18,1.0,1.0,1.0,0.0,0.0,100,6.863809823989868,909.1635252677667,909.1635252677667,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777993966936
full_data_amount_n100_rep03_attempt1777993803163_w6,full_data_amount_n100_rep03,data_amount,n100,3,10,1.0,1.0,1.0,0.0,0.0,100,11.234333038330078,966.104893997505,966.104893997505,100,130,3,128,piecewise_linear,95003,6,instance-20260501-084214,1777993969180
full_data_amount_n100_rep06_attempt1777993804334_w9,full_data_amount_n100_rep06,data_amount,n100,6,9,1.0,1.0,1.0,0.0,0.0,100,11.580888986587524,926.8005795323822,926.8005795323822,100,130,3,128,piecewise_linear,95006,9,instance-20260501-133020,1777993969666
full_data_amount_n100_rep04_attempt1777993802585_w7,full_data_amount_n100_rep04,data_amount,n100,4,11,1.0,1.0,1.0,0.0,0.0,100,10.786195993423462,920.4147950802676,920.4147950802676,100,130,3,128,piecewise_linear,95004,7,instance-20260504-201725,1777993972739
full_data_amount_n100_rep05_attempt1777993804359_w8,full_data_amount_n100_rep05,data_amount,n100,5,9,1.0,1.0,1.0,0.0,0.0,100,12.635679006576538,956.5406280775697,956.5406280775697,100,130,3,128,piecewise_linear,95005,8,instance-20260501-133020,1777993972846
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,19,1.0,1.0,1.0,0.0,0.0,100,6.911282062530518,909.0444103972804,909.0444103972804,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777993973961
full_data_amount_n100_rep01_attempt1777993799672_w3,full_data_amount_n100_rep01,data_amount,n100,1,6,1.0,1.0,1.0,0.0,0.0,100,17.96627688407898,978.3577065653232,978.3577065653232,100,130,3,128,piecewise_linear,95001,3,instance-20260504-202505,1777993976156
full_data_amount_n100_rep03_attempt1777993803163_w6,full_data_amount_n100_rep03,data_amount,n100,3,11,1.0,1.0,1.0,0.0,0.0,100,11.196629047393799,965.1204294732562,965.1204294732562,100,130,3,128,piecewise_linear,95003,6,instance-20260501-084214,1777993980398
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,20,1.0,1.0,1.0,0.0,0.0,100,6.86749005317688,908.9390299222857,908.9390299222857,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777993980943
full_data_amount_n100_rep06_attempt1777993804334_w9,full_data_amount_n100_rep06,data_amount,n100,6,10,1.0,1.0,1.0,0.0,0.0,100,11.75531816482544,925.3140256301981,925.3140256301981,100,130,3,128,piecewise_linear,95006,9,instance-20260501-133020,1777993981445
full_data_amount_n100_rep04_attempt1777993802585_w7,full_data_amount_n100_rep04,data_amount,n100,4,12,1.0,1.0,1.0,0.0,0.0,100,10.77706503868103,919.9791929221296,919.9791929221296,100,130,3,128,piecewise_linear,95004,7,instance-20260504-201725,1777993983540
full_data_amount_n500_rep01_attempt1777993804350_w10,full_data_amount_n500_rep01,data_amount,n500,1,2,1.0,1.0,1.0,0.0,0.0,500,59.47540616989136,951.1676442343878,951.1676442343878,500,26,3,128,piecewise_linear,95001,10,instance-20260501-133020,1777993983562
full_data_amount_n100_rep05_attempt1777993804359_w8,full_data_amount_n100_rep05,data_amount,n100,5,10,1.0,1.0,1.0,0.0,0.0,100,11.952221870422363,955.9306440740047,955.9306440740047,100,130,3,128,piecewise_linear,95005,8,instance-20260501-133020,1777993984822
full_data_amount_n500_rep02_attempt1777993804330_w11,full_data_amount_n500_rep02,data_amount,n500,2,2,1.0,1.0,1.0,0.0,0.0,500,60.71992015838623,976.0585250286786,976.0585250286786,500,26,3,128,piecewise_linear,95002,11,instance-20260501-133020,1777993984861
full_data_amount_n500_rep05_attempt1777993808184_w17,full_data_amount_n500_rep05,data_amount,n500,5,1,1.0,1.0,1.0,0.0,0.0,500,154.23062896728516,1144.9165961665935,1144.9165961665935,500,26,3,128,piecewise_linear,95005,17,instance-20260504-202505,1777993986855
full_data_amount_n500_rep04_attempt1777993808056_w16,full_data_amount_n500_rep04,data_amount,n500,4,1,1.0,1.0,1.0,0.0,0.0,500,154.9667570590973,1118.9569343661442,1118.9569343661442,500,26,3,128,piecewise_linear,95004,16,instance-20260504-202505,1777993987549
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,21,0.9901,0.9901,0.9901,0.0,0.0,100,6.854817152023315,912.9033265156186,912.9033265156186,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777993987912
full_data_amount_n100_rep03_attempt1777993803163_w6,full_data_amount_n100_rep03,data_amount,n100,3,12,1.0,1.0,1.0,0.0,0.0,100,11.18891716003418,964.1948481677417,964.1948481677417,100,130,3,128,piecewise_linear,95003,6,instance-20260501-084214,1777993991607
full_data_amount_n500_rep03_attempt1777993808841_w15,full_data_amount_n500_rep03,data_amount,n500,3,1,1.0,1.0,1.0,0.0,0.0,500,158.7435269355774,1204.7269881070358,1204.7269881070358,500,26,3,128,piecewise_linear,95003,15,instance-20260504-202505,1777993991944
full_data_amount_n100_rep06_attempt1777993804334_w9,full_data_amount_n100_rep06,data_amount,n100,6,11,1.0,1.0,1.0,0.0,0.0,100,11.583970785140991,924.0806262411191,924.0806262411191,100,130,3,128,piecewise_linear,95006,9,instance-20260501-133020,1777993993052
full_data_amount_n100_rep04_attempt1777993802585_w7,full_data_amount_n100_rep04,data_amount,n100,4,13,1.0,1.0,1.0,0.0,0.0,100,10.824788093566895,919.7034148983003,919.7034148983003,100,130,3,128,piecewise_linear,95004,7,instance-20260504-201725,1777993994389
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,22,0.9802000000000001,0.9802000000000001,0.9802000000000001,0.0,0.0,100,7.301881790161133,916.5025227702067,916.5025227702067,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777993995329
full_data_amount_n100_rep01_attempt1777993799672_w3,full_data_amount_n100_rep01,data_amount,n100,1,7,1.0,1.0,1.0,0.0,0.0,100,19.229249954223633,976.9536407401367,976.9536407401367,100,130,3,128,piecewise_linear,95001,3,instance-20260504-202505,1777993995408
full_data_amount_n100_rep05_attempt1777993804359_w8,full_data_amount_n100_rep05,data_amount,n100,5,11,1.0,1.0,1.0,0.0,0.0,100,11.834497928619385,955.3700142079527,955.3700142079527,100,130,3,128,piecewise_linear,95005,8,instance-20260501-133020,1777993996680
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,23,0.9702999999999999,0.9702999999999999,0.9702999999999999,0.0,0.0,100,6.883181810379028,920.4220045579345,920.4220045579345,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777994002326
full_data_amount_n100_rep03_attempt1777993803163_w6,full_data_amount_n100_rep03,data_amount,n100,3,13,1.0,1.0,1.0,0.0,0.0,100,11.188699007034302,963.7203575596478,963.7203575596478,100,130,3,128,piecewise_linear,95003,6,instance-20260501-084214,1777994002819
full_data_amount_n100_rep04_attempt1777993802585_w7,full_data_amount_n100_rep04,data_amount,n100,4,14,1.0,1.0,1.0,0.0,0.0,100,10.791981935501099,919.474051097443,919.474051097443,100,130,3,128,piecewise_linear,95004,7,instance-20260504-201725,1777994005206
full_data_amount_n100_rep06_attempt1777993804334_w9,full_data_amount_n100_rep06,data_amount,n100,6,12,1.0,1.0,1.0,0.0,0.0,100,12.124518871307373,922.7163746604176,922.7163746604176,100,130,3,128,piecewise_linear,95006,9,instance-20260501-133020,1777994005205
full_data_amount_n100_rep05_attempt1777993804359_w8,full_data_amount_n100_rep05,data_amount,n100,5,12,1.0,1.0,1.0,0.0,0.0,100,11.75832200050354,954.8036602167724,954.8036602167724,100,130,3,128,piecewise_linear,95005,8,instance-20260501-133020,1777994008464
full_data_amount_n100_rep02_attempt1777993800929_w5,full_data_amount_n100_rep02,data_amount,n100,2,24,0.9604,0.9604,0.9604,0.0,0.0,100,6.874361991882324,924.307136984963,924.307136984963,100,130,3,128,piecewise_linear,95002,5,instance-20260505-111334,1777994009318
