attempt_id,run_id,status,phase,candidate_name,replicate,seed,training_contexts,epochs,final_epochs,depth,hidden_size,activation,schedule_kind,starting_mu,ending_mu,piece_length,nr_pieces,starting_phase_length,fine_tuning_phase_length,average_test_loss,mean_test_relative_regret,mean_test_regret,mean_test_policy_value,mean_test_optimal_value,test_sample_count,training_seconds,evaluation_seconds,total_seconds,worker_id,hostname,pid,started_at,finished_at,error
smoke_width_width256_rep01_attempt1777992114189_w6,smoke_width_width256_rep01,ok,width,width256,1,95001,3,1,0,4,256,relu,piecewise_linear,1.0,0.01,10,11,20,10,0.9505707027336987,0.9505707027336987,696.0289745972004,1423.7132252176589,727.6842506204584,2.0,4.13769466,0.437366228,4.718,6,instance-20260504-201725,11502,1777992114189,1777992118907,
smoke_width_width32_rep01_attempt1777992114159_w2,smoke_width_width32_rep01,ok,width,width32,1,95001,3,1,0,4,32,relu,piecewise_linear,1.0,0.01,10,11,20,10,0.9506065790012064,0.9506065790012064,696.0547504972745,1423.739001117733,727.6842506204584,2.0,4.214785279,0.4526237,4.801,2,instance-20260504-202505,703479,1777992114159,1777992118960,
smoke_width_width128_rep01_attempt1777992114156_w5,smoke_width_width128_rep01,ok,width,width128,1,95001,3,1,0,4,128,relu,piecewise_linear,1.0,0.01,10,11,20,10,0.9506743862752962,0.9506743862752962,696.1049992820515,1423.78924990251,727.6842506204584,2.0,4.41443084,0.501533601,5.09,5,instance-20260501-084214,689528,1777992114156,1777992119246,
smoke_schedule_shape_delayed_quadratic_rep01_attempt1777992119801_w7,smoke_schedule_shape_delayed_quadratic_rep01,ok,schedule_shape,delayed_quadratic,1,95001,3,1,0,4,512,relu,delayed_quadratic,1.0,0.01,10,11,20,10,0.9499688425041897,0.9499688425041897,695.5872072004026,1423.271457820861,727.6842506204584,2.0,0.236417165,0.089285313,0.402,7,instance-20260501-133020,1720439,1777992119801,1777992120203,
smoke_schedule_shape_cosine_rep01_attempt1777992119810_w6,smoke_schedule_shape_cosine_rep01,ok,schedule_shape,cosine,1,95001,3,1,0,4,512,relu,cosine,1.0,0.01,10,11,20,10,0.9502289717494603,0.9502289717494603,695.7787634602371,1423.4630140806955,727.6842506204584,2.0,0.890914173,0.127681835,1.169,6,instance-20260504-201725,11502,1777992119810,1777992120979,
smoke_schedule_shape_piecewise_linear_rep01_attempt1777992119800_w2,smoke_schedule_shape_piecewise_linear_rep01,ok,schedule_shape,piecewise_linear,1,95001,3,1,0,4,512,relu,piecewise_linear,1.0,0.01,10,11,20,10,0.9500909668564255,0.9500909668564255,695.6774953055041,1423.3617459259626,727.6842506204584,2.0,0.404811402,0.710948986,1.186,2,instance-20260504-202505,703479,1777992119800,1777992120986,
smoke_schedule_shape_geometric_rep01_attempt1777992119798_w5,smoke_schedule_shape_geometric_rep01,ok,schedule_shape,geometric,1,95001,3,1,0,4,512,relu,geometric,1.0,0.01,10,11,20,10,0.9501435088470829,0.9501435088470829,695.7157313637738,1423.3999819842322,727.6842506204584,2.0,0.931167927,0.138078685,1.229,5,instance-20260501-084214,689528,1777992119798,1777992121027,
smoke_schedule_shape_linear_rep01_attempt1777992119847_w4,smoke_schedule_shape_linear_rep01,ok,schedule_shape,linear,1,95001,3,1,0,4,512,relu,linear,1.0,0.01,10,11,20,10,0.9500073105087926,0.9500073105087926,695.6166332111509,1423.3008838316093,727.6842506204584,2.0,0.311002127,0.091091735,1.232,4,instance-20260505-111334,31574,1777992119847,1777992121079,
smoke_schedule_shape_early_quadratic_rep01_attempt1777992127431_w8,smoke_schedule_shape_early_quadratic_rep01,ok,schedule_shape,early_quadratic,1,95001,3,1,0,4,512,relu,early_quadratic,1.0,0.01,10,11,20,10,0.9500208647413579,0.9500208647413579,695.6250876277318,1423.3093382481902,727.6842506204584,2.0,37.682832426,5.270955619,43.856,8,instance-20260501-133020,1720452,1777992127431,1777992171287,
smoke_piecewise_linear_default_rep01_attempt1777992171974_w2,smoke_piecewise_linear_default_rep01,ok,piecewise_linear,default,1,95001,3,1,0,4,512,relu,piecewise_linear,1.0,0.01,10,11,20,10,0.9502467365260916,0.9502467365260916,695.791587072651,1423.4758376931095,727.6842506204584,2.0,0.330913793,0.125708101,0.524,2,instance-20260504-202505,703479,1777992171974,1777992172498,
smoke_piecewise_linear_short_start_rep01_attempt1777992171985_w6,smoke_piecewise_linear_short_start_rep01,ok,piecewise_linear,short_start,1,95001,3,1,0,4,512,relu,piecewise_linear,1.0,0.01,11,11,10,10,0.9500057131884685,0.9500057131884685,695.6145818043303,1423.2988324247888,727.6842506204584,2.0,0.316207737,0.129069202,0.543,6,instance-20260504-201725,11502,1777992171985,1777992172528,
smoke_piecewise_linear_higher_end_mu_rep01_attempt1777992171973_w5,smoke_piecewise_linear_higher_end_mu_rep01,ok,piecewise_linear,higher_end_mu,1,95001,3,1,0,4,512,relu,piecewise_linear,1.0,0.05,10,11,20,10,0.9497920577771068,0.9497920577771068,695.4582310280472,1423.1424816485055,727.6842506204584,2.0,0.359720871,0.145199766,0.606,5,instance-20260501-084214,689528,1777992171973,1777992172579,
smoke_piecewise_linear_more_pieces_rep01_attempt1777992171993_w8,smoke_piecewise_linear_more_pieces_rep01,ok,piecewise_linear,more_pieces,1,95001,3,1,0,4,512,relu,piecewise_linear,1.0,0.01,5,21,20,10,0.9498853354788612,0.9498853354788612,695.5266016399422,1423.2108522604008,727.6842506204584,2.0,0.406412765,0.134545829,0.618,8,instance-20260501-133020,1720452,1777992171993,1777992172611,
smoke_piecewise_linear_lower_end_mu_rep01_attempt1777992172023_w4,smoke_piecewise_linear_lower_end_mu_rep01,ok,piecewise_linear,lower_end_mu,1,95001,3,1,0,4,512,relu,piecewise_linear,1.0,0.001,10,11,20,10,0.9499611192824962,0.9499611192824962,695.5822437850081,1423.2664944054666,727.6842506204584,2.0,0.309407797,0.12623008,0.791,4,instance-20260505-111334,31574,1777992172023,1777992172814,
smoke_piecewise_linear_long_start_rep01_attempt1777992171976_w7,smoke_piecewise_linear_long_start_rep01,ok,piecewise_linear,long_start,1,95001,3,1,0,4,512,relu,piecewise_linear,1.0,0.01,9,11,30,10,0.950185588795357,0.950185588795357,695.7470825680975,1423.431333188556,727.6842506204584,2.0,0.448386257,0.644727506,1.184,7,instance-20260501-133020,1720439,1777992171976,1777992173160,
smoke_piecewise_linear_long_finetune_rep01_attempt1777992179875_w10,smoke_piecewise_linear_long_finetune_rep01,ok,piecewise_linear,long_finetune,1,95001,3,1,0,4,512,relu,piecewise_linear,1.0,0.01,9,11,20,20,0.9498659886424805,0.9498659886424805,695.5124620409833,1423.1967126614418,727.6842506204584,2.0,37.671859553,4.706528707,43.673,10,instance-20260501-133020,1720454,1777992179875,1777992223548,
smoke_piecewise_linear_fewer_pieces_rep01_attempt1777992180023_w9,smoke_piecewise_linear_fewer_pieces_rep01,ok,piecewise_linear,fewer_pieces,1,95001,3,1,0,4,512,relu,piecewise_linear,1.0,0.01,20,6,20,10,0.9497663263416802,0.9497663263416802,695.4394418148588,1423.1236924353173,727.6842506204584,2.0,37.865938217,5.278040681,44.047,9,instance-20260501-133020,1720453,1777992180023,1777992224070,
smoke_data_amount_screen_n2_rep01_attempt1778000481320_w2,smoke_data_amount_screen_n2_rep01,failed,data_amount,n2,1,95001,2,1,0,3,128,relu,piecewise_linear,1.0,0.01,10,11,20,10,Inf,Inf,Inf,NaN,NaN,0,NaN,NaN,43.251,2,instance-20260505-143121,19372,1778000481320,1778000524571,"DimensionMismatch: demand vector must have length 30.
Stacktrace:
  [1] _resource_allocation_h_eq(scenario::@NamedTuple{W_eq::Matrix{Float64}, W_ineq::Matrix{Float64}, T_eq::Matrix{Float64}, T_ineq::Matrix{Float64}, h_eq::Vector{Float64}, h_ineq::Vector{Float64}, q::Vector{Float64}}, demand::Vector{Float64})
    @ ContextualDFLExperiments ~/ProblemBasedScenarioGeneration/src/ContextualDFL/ContextualDFLExperiments/src/implementations/resource_allocation_problem/scenario_decoders/ResourceAllocationDemandDecoders.jl:21
  [2] ResourceAllocationDemandParametricDecoder
    @ ~/ProblemBasedScenarioGeneration/src/ContextualDFL/ContextualDFLExperiments/src/implementations/resource_allocation_problem/scenario_decoders/ResourceAllocationDemandDecoders.jl:46 [inlined]
  [3] iterate
    @ ./generator.jl:48 [inlined]
  [4] _collect(c::SubArray{ParametricScenario{Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}}, 1, Vector{ParametricScenario{Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}}}, Tuple{UnitRange{Int64}}, true}, itr::Base.Generator{SubArray{ParametricScenario{Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}}, 1, Vector{ParametricScenario{Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}}}, Tuple{UnitRange{Int64}}, true}, ResourceAllocationDemandParametricDecoder{@NamedTuple{W_eq::Matrix{Float64}, W_ineq::Matrix{Float64}, T_eq::Matrix{Float64}, T_ineq::Matrix{Float64}, h_eq::Vector{Float64}, h_ineq::Vector{Float64}, q::Vector{Float64}}}}, ::Base.EltypeUnknown, isz::Base.HasShape{1})
    @ Base ./array.jl:810
  [5] collect_similar
    @ ./array.jl:732 [inlined]
  [6] map
    @ ./abstractarray.jl:3372 [inlined]
  [7] _decode_scenario_collection(decoder::ResourceAllocationDemandParametricDecoder{@NamedTuple{W_eq::Matrix{Float64}, W_ineq::Matrix{Float64}, T_eq::Matrix{Float64}, T_ineq::Matrix{Float64}, h_eq::Vector{Float64}, h_ineq::Vector{Float64}, q::Vector{Float64}}}, scenario_parameter_collection::SubArray{ParametricScenario{Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}}, 1, Vector{ParametricScenario{Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}}}, Tuple{UnitRange{Int64}}, true})
    @ ContextualDFL ~/ProblemBasedScenarioGeneration/src/ContextualDFL/ContextualDFL/src/scenario_decoders/ScenarioDecoder.jl:20
  [8] decode_scenario_collection
    @ ~/ProblemBasedScenarioGeneration/src/ContextualDFL/ContextualDFL/src/scenario_decoders/ScenarioDecoder.jl:10 [inlined]
  [9] _evaluate_decision_on_collections(z::SubArray{Float64, 1, Matrix{Float64}, Tuple{Base.Slice{Base.OneTo{Int64}}, Int64}, true}, data_point::ContextualDataPoint{Vector{Float64}, ParametricScenario{Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}}}, program::StochasticProgram{LP{Matrix{Float64}, Matrix{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}}}, parametric_decoder::ResourceAllocationDemandParametricDecoder{@NamedTuple{W_eq::Matrix{Float64}, W_ineq::Matrix{Float64}, T_eq::Matrix{Float64}, T_ineq::Matrix{Float64}, h_eq::Vector{Float64}, h_ineq::Vector{Float64}, q::Vector{Float64}}}, solver::Solver{IpoptSolver, HiGHSSolver}; mu::Float64, rho::Float64, evaluation_batches::Int64, kwargs::@Kwargs{})
    @ ContextualDFLExperiments ~/ProblemBasedScenarioGeneration/src/ContextualDFL/ContextualDFLExperiments/src/testing/evaluation/evaluation.jl:167
 [10] _evaluate_decision_set(decision_set::Matrix{Float64}, contextual_data_set::Vector{ContextualDataPoint}, program::StochasticProgram{LP{Matrix{Float64}, Matrix{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}}}, parametric_decoder::ResourceAllocationDemandParametricDecoder{@NamedTuple{W_eq::Matrix{Float64}, W_ineq::Matrix{Float64}, T_eq::Matrix{Float64}, T_ineq::Matrix{Float64}, h_eq::Vector{Float64}, h_ineq::Vector{Float64}, q::Vector{Float64}}}, solver::Solver{IpoptSolver, HiGHSSolver}; mu::Float64, rho::Float64, evaluation_batches::Int64, kwargs::@Kwargs{})
    @ ContextualDFLExperiments ~/ProblemBasedScenarioGeneration/src/ContextualDFL/ContextualDFLExperiments/src/testing/evaluation/evaluation.jl:136
 [11] macro expansion
    @ ~/ProblemBasedScenarioGeneration/src/ContextualDFL/ContextualDFLExperiments/src/testing/evaluation/evaluation.jl:311 [inlined]
 [12] macro expansion
    @ ./timing.jl:461 [inlined]
 [13] evaluate_policy_against_optimum(policy_or_decision_set::ScenarioGenerationPolicy{ScenarioGenerator{Chain{NTuple{4, Dense{typeof(relu), Matrix{Float64}, Vector{Float64}}}}, ResourceAllocationDemandVectorDecoder{@NamedTuple{W_eq::Matrix{Float64}, W_ineq::Matrix{Float64}, T_eq::Matrix{Float64}, T_ineq::Matrix{Float64}, h_eq::Vector{Float64}, h_ineq::Vector{Float64}, q::Vector{Float64}}}}, Solver{IpoptSolver, HiGHSSolver}, StochasticProgram{LP{Matrix{Float64}, Matrix{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}}}, Float64, Float64}, contextual_data_set::Vector{ContextualDataPoint}, program::StochasticProgram{LP{Matrix{Float64}, Matrix{Float64}, Vector{Float64}, Vector{Float64}, Vector{Float64}}}, parametric_decoder::ResourceAllocationDemandParametricDecoder{@NamedTuple{W_eq::Matrix{Float64}, W_ineq::Matrix{Float64}, T_eq::Matrix{Float64}, T_ineq::Matrix{Float64}, h_eq::Vector{Float64}, h_ineq::Vector{Float64}, q::Vector{Float64}}}, solver::Solver{IpoptSolver, HiGHSSolver}; optimal_results::Vector{@NamedTuple{evaluation_batches::Int64, objective_values::Vector{Float64}, objective_value::Float64}}, split_name::Symbol, mu::Float64, rho::Float64, kwargs::@Kwargs{})
    @ ContextualDFLExperiments ~/ProblemBasedScenarioGeneration/src/ContextualDFL/ContextualDFLExperiments/src/testing/evaluation/evaluation.jl:308
 [14] evaluate_trained_model(config::@NamedTuple{version::String, smoke::Bool, stage::Symbol, phase::Symbol, candidate_name::String, replicate::Int64, seed::Int64, training_contexts::Int64, epochs::Int64, final_epochs::Int64, depth::Int64, hidden_size::Int64, activation::Symbol, schedule_kind::Symbol, starting_mu::Float64, ending_mu::Float64, piece_length::Int64, nr_pieces::Int64, starting_phase_length::Int64, fine_tuning_phase_length::Int64, nr_scenarios::Int64, batch_size::Int64, learning_rate::Float64, reset_optimizer_each_epoch::Bool, early_stop_enabled::Bool, early_stop_epoch::Int64, early_stop_training_loss_threshold::Float64, early_stop_display_loss_threshold::Float64, early_stop_quick_validation_loss_threshold::Float64, quick_validation_contexts::Int64, quick_validation_seed::Int64, run_id::String}, model::Chain{NTuple{4, Dense{typeof(relu), Matrix{Float64}, Vector{Float64}}}}, attempt_id::String)
    @ Main ~/ProblemBasedScenarioGeneration/sandbox/resource_allocation_annealing_method_sweep/suite_common.jl:1467
 [15] macro expansion
    @ ~/ProblemBasedScenarioGeneration/sandbox/resource_allocation_annealing_method_sweep/suite_common.jl:1648 [inlined]
 [16] macro expansion
    @ ./timing.jl:461 [inlined]
 [17] run_sweep_config(config::@NamedTuple{version::String, smoke::Bool, stage::Symbol, phase::Symbol, candidate_name::String, replicate::Int64, seed::Int64, training_contexts::Int64, epochs::Int64, final_epochs::Int64, depth::Int64, hidden_size::Int64, activation::Symbol, schedule_kind::Symbol, starting_mu::Float64, ending_mu::Float64, piece_length::Int64, nr_pieces::Int64, starting_phase_length::Int64, fine_tuning_phase_length::Int64, nr_scenarios::Int64, batch_size::Int64, learning_rate::Float64, reset_optimizer_each_epoch::Bool, early_stop_enabled::Bool, early_stop_epoch::Int64, early_stop_training_loss_threshold::Float64, early_stop_display_loss_threshold::Float64, early_stop_quick_validation_loss_threshold::Float64, quick_validation_contexts::Int64, quick_validation_seed::Int64, run_id::String}, logger::RemoteChannel{Channel{Any}})
    @ Main ~/ProblemBasedScenarioGeneration/sandbox/resource_allocation_annealing_method_sweep/suite_common.jl:1647
 [18] #173
    @ ./none:-1 [inlined]
 [19] exec_from_cache(f_ref::Tuple{Serialization.__deserialized_types__.var""#173#174""{RemoteChannel{Channel{Any}}}, RemoteChannel{Channel{Any}}}, args::@NamedTuple{version::String, smoke::Bool, stage::Symbol, phase::Symbol, candidate_name::String, replicate::Int64, seed::Int64, training_contexts::Int64, epochs::Int64, final_epochs::Int64, depth::Int64, hidden_size::Int64, activation::Symbol, schedule_kind::Symbol, starting_mu::Float64, ending_mu::Float64, piece_length::Int64, nr_pieces::Int64, starting_phase_length::Int64, fine_tuning_phase_length::Int64, nr_scenarios::Int64, batch_size::Int64, learning_rate::Float64, reset_optimizer_each_epoch::Bool, early_stop_enabled::Bool, early_stop_epoch::Int64, early_stop_training_loss_threshold::Float64, early_stop_display_loss_threshold::Float64, early_stop_quick_validation_loss_threshold::Float64, quick_validation_contexts::Int64, quick_validation_seed::Int64, run_id::String}; kwargs::@Kwargs{})
    @ Distributed ~/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/share/julia/stdlib/v1.12/Distributed/src/workerpool.jl:390
 [20] exec_from_cache(f_ref::Tuple{Serialization.__deserialized_types__.var""#173#174""{RemoteChannel{Channel{Any}}}, RemoteChannel{Channel{Any}}}, args::@NamedTuple{version::String, smoke::Bool, stage::Symbol, phase::Symbol, candidate_name::String, replicate::Int64, seed::Int64, training_contexts::Int64, epochs::Int64, final_epochs::Int64, depth::Int64, hidden_size::Int64, activation::Symbol, schedule_kind::Symbol, starting_mu::Float64, ending_mu::Float64, piece_length::Int64, nr_pieces::Int64, starting_phase_length::Int64, fine_tuning_phase_length::Int64, nr_scenarios::Int64, batch_size::Int64, learning_rate::Float64, reset_optimizer_each_epoch::Bool, early_stop_enabled::Bool, early_stop_epoch::Int64, early_stop_training_loss_threshold::Float64, early_stop_display_loss_threshold::Float64, early_stop_quick_validation_loss_threshold::Float64, quick_validation_contexts::Int64, quick_validation_seed::Int64, run_id::String})
    @ Distributed ~/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/share/julia/stdlib/v1.12/Distributed/src/workerpool.jl:388
 [21] (::Distributed.var""#handle_msg##4#handle_msg##5""{Distributed.CallMsg{:call_fetch}})()
    @ Distributed ~/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/share/julia/stdlib/v1.12/Distributed/src/process_messages.jl:287
 [22] run_work_thunk(thunk::Distributed.var""#handle_msg##4#handle_msg##5""{Distributed.CallMsg{:call_fetch}}, print_error::Bool)
    @ Distributed ~/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/share/julia/stdlib/v1.12/Distributed/src/process_messages.jl:70
 [23] (::Distributed.var""#handle_msg##2#handle_msg##3""{Distributed.CallMsg{:call_fetch}, Distributed.MsgHeader, TCPSocket})()
    @ Distributed ~/.julia/juliaup/julia-1.12.6+0.x64.linux.gnu/share/julia/stdlib/v1.12/Distributed/src/process_messages.jl:287"
